Station_ID,Station_Name,Go_live_date,Region ,Status,properties.kioskId,lat,lon
3005,7th & Flower,7/7/2016,DTLA,Active,3005,34.0485,-118.25854
3006,Olive & 8th,7/7/2016,DTLA,Active,3006,34.04554,-118.25667
3007,5th & Grand,7/7/2016,DTLA,Active,3007,34.05048,-118.25459
3008,Figueroa & 9th,7/7/2016,DTLA,Active,3008,34.04661,-118.26273
3010,11th & Maple,7/10/2016,DTLA,Active,3010,34.03705,-118.25487
3011,Figueroa & Pico,7/12/2016,DTLA,Active,3011,34.04113,-118.26798
3014,Union Station West Portal,7/7/2016,DTLA,Active,3014,34.05661,-118.23721
3016,Los Angeles & Temple,7/7/2016,DTLA,Active,3016,34.0529,-118.24156
3018,Grand & Olympic,7/7/2016,DTLA,Active,3018,34.04373,-118.26014
3019,12th & Hill,7/7/2016,DTLA,Active,3019,34.03861,-118.26086
3020,Hill & Washington,7/7/2016,DTLA,Active,3020,34.03105,-118.26709
3022,3rd & Santa Fe,7/7/2016,DTLA,Active,3022,34.04607,-118.23309
3023,1st & Judge John Aiso,7/7/2016,DTLA,Active,3023,34.05091,-118.24097
3024,Hope & 1st,7/13/2016,DTLA,Active,3024,34.05772,-118.24897
3025,Grand & Washington,7/7/2016,DTLA,Active,3025,34.03286,-118.26808
3026,Figueroa & Cesar Chavez,7/7/2016,DTLA,Active,3026,34.06318,-118.24588
3027,Spring & 3rd,7/7/2016,DTLA,Active,3027,34.04998,-118.24716
3028,Grand & Temple,7/7/2016,DTLA,Active,3028,34.05832,-118.24609
3029,Main & 4th,7/7/2016,DTLA,Active,3029,34.04885,-118.24642
3030,Main & 1st,7/7/2016,DTLA,Active,3030,34.05194,-118.24353
3031,7th & Spring,7/7/2016,DTLA,Active,3031,34.0447,-118.25244
3032,Hope & 6th,7/7/2016,DTLA,Active,3032,34.04989,-118.25588
3033,Main & 9th,7/7/2016,DTLA,Active,3033,34.04099,-118.2558
3034,Hope & 11th,7/7/2016,DTLA,Active,3034,34.04206,-118.26338
3035,Figueroa & 8th,7/7/2016,DTLA,Active,3035,34.0484,-118.26095
3036,Willow St & Mateo St,7/7/2016,DTLA,Active,3036,34.03919,-118.23253
3037,Imperial & 7th,7/7/2016,DTLA,Active,3037,34.0348,-118.23128
3038,Main & 5th,7/7/2016,DTLA,Active,3038,34.04682,-118.24835
3040,Wilshire & Witmer,7/7/2016,DTLA,Active,3040,34.05357,-118.26636
3042,1st & Central,7/7/2016,DTLA,Active,3042,34.0493,-118.23881
3045,18th & San Pedro,7/7/2016,DTLA,Active,3045,34.02851,-118.25667
3046,2nd & Hill,7/12/2016,DTLA,Active,3046,34.05287,-118.24749
3047,Pico & Flower,7/7/2016,DTLA,Active,3047,34.03998,-118.2664
3048,5th & Hewitt,7/13/2016,DTLA,Active,3048,34.04169,-118.23535
3049,2nd & Figueroa,7/7/2016,DTLA,Active,3049,34.05697,-118.25359
3051,7th & Broadway,7/7/2016,DTLA,Active,3051,34.04542,-118.25352
3052,7th & Bixel,7/7/2016,DTLA,Active,3052,34.0511,-118.26456
3054,Factory Place & Alameda,7/7/2016,DTLA,Active,3054,34.03922,-118.23649
3056,Grand & 14th,7/7/2016,DTLA,Active,3056,34.03746,-118.26538
3057,18th & Figueroa,7/7/2016,DTLA,Active,3057,34.03568,-118.27081
3058,Industrial St & Mateo St,7/7/2016,DTLA,Active,3058,34.0358,-118.23317
3062,3rd & San Pedro,7/7/2016,DTLA,Active,3062,34.04775,-118.24317
3063,Olive & 5th,7/7/2016,DTLA,Active,3063,34.04804,-118.25374
3064,Grand & 7th,7/11/2016,DTLA,Active,3064,34.04681,-118.25698
3065,New High & Ord,7/7/2016,DTLA,Active,3065,34.06056,-118.23833
3066,Spring & College,7/7/2016,DTLA,Active,3066,34.06339,-118.23616
3067,Main & 6th,7/7/2016,DTLA,Active,3067,34.04518,-118.25024
3068,Grand & 3rd,7/7/2016,DTLA,Active,3068,34.0532,-118.25095
3069,Broadway & 3rd,7/7/2016,DTLA,Active,3069,34.05088,-118.24825
3074,Hope & Olympic,7/7/2016,DTLA,Active,3074,34.04417,-118.26117
3075,Broadway & 9th,7/7/2016,DTLA,Active,3075,34.04211,-118.25619
3076,9th & Los Angeles,7/7/2016,DTLA,Active,3076,34.0406,-118.25384
3077,8th & Wall,7/7/2016,DTLA,Active,3077,34.03987,-118.25004
3078,Hill & College,7/7/2016,DTLA,Active,3078,34.06428,-118.23894
3079,Temple & Vignes,7/7/2016,DTLA,Active,3079,34.05014,-118.23319
3081,Stanford & 12th,7/13/2016,DTLA,Active,3081,34.03189,-118.25018
3082,Traction & Rose,8/29/2016,DTLA,Active,3082,34.04652,-118.23741
4220,Park & Echo Park,9/28/2017,DTLA,Active,4220,34.07483,-118.25873
4227,Grand / LATTC,12/15/2017,DTLA,Active,4227,34.0298,-118.27031
4245,University & Hoover,7/8/2018,DTLA,Active,4245,34.02404,-118.28341
4246,32nd & Figueroa,7/3/2018,DTLA,Active,4246,34.02371,-118.27917
4247,25th & Vermont,5/29/2019,DTLA,Active,4247,34.03364,-118.29131
4248,29th & Ellendale,7/2/2018,DTLA,Active,4248,34.02835,-118.28867
4249,Figueroa & McCarthy Way,6/29/2018,DTLA,Active,4249,34.0203,-118.28118
4250,Severance & Adams,7/9/2018,DTLA,Active,4250,34.03017,-118.28095
